Label,Left_Hip_q,Right_Hip_q,Left_Hip_qd,Right_Hip_qd,SampleTimeFine,Unnamed: 6,Unnamed: 7,Unnamed: 8,30
usq,-34.5382995605468,-39.6378746032714,2.54145956039428,-3.97623348236084,3033239718,,,,
usq,-35.9717788696289,-41.0816764831543,2.72029638290405,-4.05241298675537,3033256385,,,,
usq,-37.3668670654296,-42.461555480957,2.8787043094635,-4.61058807373046,3033273052,,,,
usq,-39.0599746704101,-43.9484252929687,2.95694851875305,-4.71411514282226,3033289719,,,,
usq,-40.7718048095703,-45.5263938903808,2.97978162765502,-4.43750095367431,3033306386,,,,
usq,-42.4406433105468,-46.9455451965332,2.73458456993103,-4.25055789947509,3033323053,,,,
usq,-44.0983657836914,-48.3951263427734,2.52786779403686,-4.19254922866821,3033339720,,,,
usq,-45.600471496582,-49.8423233032226,2.55510663986206,-4.15063095092773,3033356387,,,,
usq,-46.8106994628906,-51.2290725708007,2.36243224143981,-4.22400188446044,3033373054,,,,
usq,-47.5614013671875,-52.5149383544921,2.08347392082214,-4.57307958602905,3033389721,,,,
usq,-47.9228286743164,-53.6619834899902,1.83805000782012,-4.96241283416748,3033406388,,,,
usq,-47.8705444335937,-54.8780364990234,1.95578014850616,-4.75352907180786,3033423055,,,,
usq,-47.6468200683593,-56.2272186279296,2.00103211402893,-3.94297456741333,3033439722,,,,
usq,-47.3300399780273,-57.5282249450683,2.27803254127502,-3.3367063999176,3033456389,,,,
usq,-46.8973388671875,-58.621971130371,2.37952303886413,-2.7441246509552,3033473056,,,,
usq,-46.217056274414,-59.460594177246,2.4948251247406,-1.84639191627502,3033489723,,,,
usq,-45.2371749877929,-60.0797996520996,2.14833974838256,-1.19314420223236,3033506390,,,,
usq,-44.0586471557617,-60.5000686645507,1.4343386888504,-1.06010496616363,3033523057,,,,
usq,-42.6875076293945,-60.7286415100097,0.794123530387878,-1.1960699558258,3033539724,,,,
usq,-41.2724304199218,-60.8574562072753,0.279028236865997,-0.978096783161163,3033556391,,,,
usq,-40.0129165649414,-60.9924278259277,-0.0410045459866523,-0.842131853103637,3033573058,,,,
usq,-39.0409469604492,-61.023265838623,-0.0217918567359447,-0.979195713996887,3033589725,,,,
usq,-38.2649307250976,-60.8454513549804,0.393803089857101,-1.83765423297882,3033606392,,,,
usq,-37.7167129516601,-60.603157043457,0.799050092697143,-3.125746011734,3033623059,,,,
usq,-37.1706237792968,-60.3533630371093,1.22209906578063,-4.12980031967163,3033639726,,,,
usq,-36.5570678710937,-60.1628532409668,1.54018425941467,-4.70619249343872,3033656393,,,,
usq,-36.0588302612304,-60.0013694763183,2.02815961837768,-4.96646404266357,3033673060,,,,
usq,-35.8507308959961,-59.8741340637207,2.1600706577301,-4.88306188583374,3033689727,,,,
usq,-35.6802368164062,-59.7246513366699,2.36167526245117,-4.57454681396484,3033706394,,,,
usq,-35.2020874023437,-59.4542922973632,2.95966601371765,-4.11793375015258,3033723061,,,,
usq,-34.7027282714843,-59.078269958496,3.06066608428955,-3.61610889434814,3033739728,,,,
usq,-34.413948059082,-58.640453338623,3.02714252471923,-3.04944109916687,3033756395,,,,
usq,-34.5640487670898,-58.0995559692382,2.39747786521911,-2.66486835479736,3033773062,,,,
usq,-35.1948471069336,-57.320873260498,1.19361102581024,-2.95346808433532,3033789729,,,,
usq,-36.3998184204101,-56.4380569458007,0.798684358596801,-2.57094693183898,3033806396,,,,
usq,-37.7764282226562,-55.4428558349609,1.22088193893432,-2.70018196105957,3033823063,,,,
usq,-39.2958908081054,-54.1070251464843,1.79739964008331,-3.11358785629272,3033839730,,,,
usq,-40.2662963867187,-52.5461387634277,1.90371179580688,-3.50170373916625,3033856397,,,,
usq,-40.8298950195312,-51.1124725341796,0.826388120651245,-3.86196112632751,3033873064,,,,
usq,-41.5397644042968,-49.902660369873,0.322738796472549,-3.69933891296386,3033889731,,,,
usq,-42.7265396118164,-48.5879516601562,0.969850718975067,-3.42620635032653,3033906398,,,,
usq,-43.8666000366211,-46.9565086364746,2.01117062568664,-3.39497327804565,3033923065,,,,
usq,-44.5466613769531,-45.0054855346679,3.25430989265441,-3.9694983959198,3033939732,,,,
usq,-44.6924209594726,-43.0633163452148,3.2704758644104,-4.60649251937866,3033956399,,,,
usq,-44.5154190063476,-41.571662902832,3.22982239723205,-4.63293027877807,3033973066,,,,
usq,-44.169204711914,-40.1805458068847,2.87289476394653,-4.36631870269775,3033989733,,,,
usq,-43.6639022827148,-38.4629364013671,3.0839717388153,-4.1891541481018,3034006400,,,,
usq,-42.856330871582,-36.7131881713867,3.7796573638916,-4.37463903427124,3034023067,,,,
usq,-41.6090316772461,-35.4273872375488,4.01051330566406,-4.17944622039794,3034039734,,,,
usq,-40.0072250366211,-34.5520095825195,3.65003871917724,-4.41269302368164,3034056401,,,,
usq,-38.2765960693359,-33.6519470214843,3.34241938591003,-5.14046239852905,3034073068,,,,
usq,-36.435806274414,-32.550853729248,3.18430352210998,-5.72509622573852,3034089735,,,,
usq,-34.6156311035156,-31.3839130401611,2.71116137504577,-5.71727228164672,3034106402,,,,
usq,-32.9037475585937,-30.3537368774414,2.8528082370758,-5.159019947052,3034123069,,,,
usq,-31.275218963623,-29.3732604980468,3.15168237686157,-4.3980278968811,3034139736,,,,
usq,-29.6652603149414,-28.347412109375,3.13442730903625,-3.77965855598449,3034156403,,,,
usq,-28.112377166748,-27.1952457427978,3.09766912460327,-3.37191939353942,3034173070,,,,
usq,-26.6823806762695,-25.9620952606201,3.55779337882995,-3.40150213241577,3034189737,,,,
usq,-25.3877334594726,-24.7505683898925,3.94481515884399,-3.46531701087951,3034206404,,,,
usq,-24.1720352172851,-23.7819843292236,4.13463401794433,-3.37086176872253,3034223071,,,,
usq,-23.0662078857421,-23.0958728790283,3.8584189414978,-2.90330624580383,3034239738,,,,
usq,-22.1465072631835,-22.6635551452636,3.63271212577819,-2.5947196483612,3034256405,,,,
usq,-21.4586143493652,-22.4382972717285,3.21845364570617,-2.49055528640747,3034273072,,,,
usq,-20.9305877685546,-22.2063426971435,2.58043766021728,-2.60047960281372,3034289739,,,,
usq,-20.6074066162109,-21.9606018066406,2.45185542106628,-2.95557951927185,3034306406,,,,
usq,-20.48384475708,-21.893175125122,2.7906699180603,-3.41967272758483,3034323073,,,,
usq,-20.4762001037597,-21.9355640411376,3.17069387435913,-4.10488033294677,3034339740,,,,
usq,-20.5126457214355,-21.9575805664062,3.52734184265136,-4.64280891418457,3034356407,,,,
usq,-20.5190811157226,-22.0228118896484,3.83182668685913,-4.78289890289306,3034373074,,,,
usq,-20.4981613159179,-22.083999633789,3.96044778823852,-4.51616048812866,3034389741,,,,
usq,-20.5114860534668,-22.0811233520507,3.87932777404785,-4.01060438156127,3034406408,,,,
usq,-20.630012512207,-22.112470626831,3.9420747756958,-3.69715070724487,3034423075,,,,
usq,-20.8400077819824,-22.3058261871337,3.86517906188964,-3.51808834075927,3034439742,,,,
usq,-21.0558853149414,-22.6699237823486,3.71028757095336,-3.33048129081726,3034456409,,,,
usq,-21.2856292724609,-23.2189846038818,3.58693766593933,-3.18738317489624,3034473076,,,,
usq,-21.5589332580566,-23.930528640747,3.51132440567016,-3.17659425735473,3034489743,,,,
usq,-21.9960708618164,-24.7037200927734,3.39288067817688,-3.17951869964599,3034506410,,,,
usq,-22.7027320861816,-25.5410060882568,3.33023858070373,-3.3697645664215,3034523077,,,,
usq,-23.6105422973632,-26.5005226135253,3.34219670295715,-3.76113677024841,3034539744,,,,
usq,-24.5409126281738,-27.5817432403564,3.26718807220459,-3.96401906013488,3034556411,,,,
usq,-25.3593521118164,-28.6851253509521,3.31328773498535,-4.04611635208129,3034573078,,,,
usq,-26.2491111755371,-29.7346763610839,3.4610104560852,-4.12485647201538,3034589745,,,,
usq,-27.2291069030761,-30.8012027740478,3.51788878440856,-4.24266242980957,3034606412,,,,
usq,-28.3157615661621,-31.9533405303955,3.70438337326049,-4.1409044265747,3034623079,,,,
usq,-29.5652351379394,-33.1806907653808,3.5611035823822,-4.17012643814086,3034639746,,,,
usq,-30.8693351745605,-34.3636093139648,3.26940369606018,-4.42139816284179,3034656413,,,,
usq,-32.1303443908691,-35.4940299987793,3.04264712333679,-4.62210798263549,3034673080,,,,
usq,-33.432445526123,-36.6567077636718,2.68098211288452,-4.72016239166259,3034689747,,,,
usq,-34.7722854614257,-37.8588905334472,2.58014249801635,-4.63788414001464,3034706414,,,,
usq,-36.0114822387695,-39.1787643432617,2.44873976707458,-4.51660585403442,3034723081,,,,
usq,-37.1173858642578,-40.5587615966796,2.26550340652465,-4.26856279373168,3034739748,,,,
usq,-38.0556182861328,-41.9249420166015,2.37271738052368,-3.98734450340271,3034756415,,,,
usq,-39.0508270263671,-43.3391418457031,2.9152672290802,-3.70917201042175,3034773082,,,,
usq,-40.1273727416992,-44.7906951904296,3.75792551040649,-3.5307879447937,3034789749,,,,
usq,-41.1535339355468,-46.2622032165527,3.678156375885,-3.3812346458435,3034806416,,,,
usq,-41.9034957885742,-47.752155303955,3.08220791816711,-3.37859487533569,3034823083,,,,
usq,-42.3100814819336,-49.3036651611328,2.75655174255371,-3.45440340042114,3034839750,,,,
usq,-42.7131652832031,-50.759521484375,2.0302402973175,-3.59851670265197,3034856417,,,,
usq,-43.4225234985351,-51.9940528869628,1.35033845901489,-3.28304171562194,3034873084,,,,
usq,-44.3249282836914,-53.1364860534668,0.904290854930877,-3.46691751480102,3034889751,,,,
usq,-45.2242584228515,-54.213623046875,0.915283858776092,-3.48182702064514,3034906418,,,,
usq,-45.7589492797851,-55.131362915039,1.26054668426513,-2.95047450065612,3034923085,,,,
usq,-45.8018264770507,-55.9380989074707,1.39782094955444,-2.50780391693115,3034939752,,,,
usq,-45.4994125366211,-56.6642608642578,1.27183258533477,-2.38335299491882,3034956419,,,,
usq,-45.0803451538086,-57.1426200866699,1.60382199287414,-2.40187644958496,3034973086,,,,
usq,-44.630386352539,-57.485782623291,1.9865425825119,-2.5322880744934,3034989753,,,,
usq,-44.1066818237304,-57.8418884277343,2.30015635490417,-2.7271876335144,3035006420,,,,
usq,-43.4579620361328,-58.1739120483398,2.35826659202575,-3.00633215904235,3035023087,,,,
usq,-42.7191314697265,-58.3590698242187,2.1607699394226,-3.17778372764587,3035039754,,,,
usq,-41.9907302856445,-58.3889045715332,2.09642171859741,-3.17205381393432,3035056421,,,,
usq,-41.395637512207,-58.3429985046386,1.78362989425659,-3.18810415267944,3035073088,,,,
usq,-40.9661865234375,-58.2858581542968,1.40466022491455,-3.2341411113739,3035089755,,,,
usq,-40.7751998901367,-58.2372741699218,1.44384062290191,-3.0560598373413,3035106422,,,,
usq,-40.6668472290039,-58.2343215942382,1.87756955623626,-2.69967699050903,3035123089,,,,
usq,-40.4510192871093,-58.1409263610839,2.44710874557495,-2.36920857429504,3035139756,,,,
usq,-39.9074478149414,-57.8778762817382,1.60478365421295,-2.24591398239135,3035156423,,,,
usq,-39.340835571289,-57.5057258605957,0.17603813111782,-2.21321582794189,3035173090,,,,
usq,-39.1537246704101,-57.1387901306152,-0.700109720230102,-2.284996509552,3035189757,,,,
usq,-39.4368515014648,-56.7139282226562,0.426106959581375,-2.35774993896484,3035206424,,,,
usq,-40.0785446166992,-56.1314849853515,2.21160721778869,-2.33818006515502,3035223091,,,,
usq,-40.5308609008789,-55.3510932922363,2.66071653366088,-2.27742981910705,3035239758,,,,
usq,-40.7490844726562,-54.5075721740722,1.43736016750335,-2.59745502471923,3035256425,,,,
usq,-40.9719543457031,-53.7686004638671,0.729790806770324,-3.00304722785949,3035273092,,,,
usq,-41.5381240844726,-53.0022659301757,1.51674568653106,-3.70635628700256,3035289759,,,,
usq,-42.3383560180664,-51.8574600219726,3.26221585273742,-4.29085731506347,3035306426,,,,
usq,-42.7741088867187,-50.453254699707,4.42031955718994,-4.22928619384765,3035323093,,,,
usq,-42.8103332519531,-48.926025390625,3.96307468414306,-4.20943307876586,3035339760,,,,
usq,-42.7026672363281,-47.2138862609863,2.07007265090942,-4.385422706604,3035356427,,,,
usq,-42.9171676635742,-45.4179801940918,1.09198582172393,-4.43017244338989,3035373094,,,,
usq,-43.2927932739257,-43.5897483825683,1.27178585529327,-3.73671340942382,3035389761,,,,
usq,-43.1652069091796,-41.496726989746,1.73718547821044,-2.63779187202453,3035406428,,,,
usq,-42.4234466552734,-39.156940460205,2.26850032806396,-2.2591745853424,3035423095,,,,
usq,-41.1416549682617,-36.9617233276367,3.44126439094543,-2.19783306121826,3035439762,,,,
usq,-39.456672668457,-35.4036178588867,4.28671884536743,-3.10366535186767,3035456429,,,,
usq,-37.5409698486328,-34.1221771240234,4.42135429382324,-3.98784446716308,3035473096,,,,
usq,-35.6021728515625,-32.52734375,4.53188896179199,-4.00186443328857,3035489763,,,,
usq,-33.7865142822265,-30.8160781860351,4.47345256805419,-3.6347324848175,3035506430,,,,
usq,-31.870018005371,-29.575231552124,4.52390575408935,-4.25801610946655,3035523097,,,,
usq,-29.6877479553222,-28.781415939331,4.40726470947265,-4.62541103363037,3035539764,,,,
usq,-27.4221725463867,-27.9269371032714,3.74512314796447,-4.05169105529785,3035556431,,,,
usq,-25.5132102966308,-26.7853393554687,3.04068422317504,-3.00003623962402,3035573098,,,,
usq,-24.1329307556152,-25.6092414855957,2.67282581329345,-2.7542405128479,3035589765,,,,
usq,-23.1063079833984,-24.4728164672851,2.74698996543884,-2.98912858963012,3035606432,,,,
usq,-22.1933898925781,-23.3833618164062,3.01978921890258,-3.15349125862121,3035623099,,,,
usq,-21.1383934020996,-22.4320011138916,3.04777908325195,-3.3687252998352,3035639766,,,,
usq,-19.7709007263183,-21.7473030090332,3.12058043479919,-3.41408443450927,3035656433,,,,
usq,-18.4123306274414,-21.2548923492431,3.61880564689636,-3.59007787704467,3035673100,,,,
usq,-17.3822288513183,-20.8430614471435,4.18803071975708,-3.36261773109436,3035689767,,,,
usq,-16.8728561401367,-20.4907207489013,4.83554935455322,-3.04242396354675,3035706434,,,,
usq,-16.798900604248,-20.3381652832031,5.10267782211303,-2.65889549255371,3035723101,,,,
usq,-17.0662193298339,-20.3685455322265,4.65793943405151,-2.31461381912231,3035739768,,,,
usq,-17.5073471069335,-20.4399185180664,3.84708356857299,-2.41287493705749,3035756435,,,,
usq,-17.769115447998,-20.4061336517334,3.24897575378417,-2.9856412410736,3035773102,,,,
usq,-17.7948036193847,-20.2896499633789,3.16215944290161,-3.75359058380126,3035789769,,,,
usq,-17.7770233154296,-20.270034790039,3.56942987442016,-4.39071226119995,3035806436,,,,
usq,-17.8060569763183,-20.409683227539,3.85667324066162,-4.2479395866394,3035823103,,,,
usq,-17.9339447021484,-20.6429843902587,3.96803975105285,-3.53882217407226,3035839770,,,,
usq,-18.3299255371093,-20.9985771179199,3.91450810432434,-2.62436270713806,3035856437,,,,
usq,-18.9671554565429,-21.5677013397216,3.72146010398864,-2.10283517837524,3035873104,,,,
usq,-19.7127532958984,-22.2373924255371,3.51250863075256,-1.95354878902435,3035889771,,,,
usq,-20.4157524108886,-22.8594455718994,3.72095870971679,-2.40995907783508,3035906438,,,,
usq,-20.9679374694824,-23.5182857513427,3.96488499641418,-2.63764643669128,3035923105,,,,
usq,-21.3864860534668,-24.3948669433593,4.23040056228637,-3.55691719055175,3035939772,,,,
usq,-21.8825340270996,-25.3858089447021,4.49371862411499,-4.00012302398681,3035956439,,,,
usq,-22.4842071533203,-26.5696945190429,4.31327629089355,-3.57126641273498,3035973106,,,,
usq,-23.3303489685058,-27.4978713989257,4.27465057373046,-4.3511528968811,3035989773,,,,
usq,-24.499942779541,-28.3062381744384,4.11742115020751,-4.03187274932861,3036006440,,,,
usq,-25.7564620971679,-29.41770362854,3.89901137351989,-3.96656417846679,3036023107,,,,
usq,-26.8529930114746,-30.6970043182373,3.37665343284606,-4.01331663131713,3036039774,,,,
usq,-27.8437118530273,-31.9356288909912,3.03271603584289,-4.25710248947143,3036056441,,,,
usq,-28.9608497619628,-33.0332527160644,3.21008682250976,-4.28012037277221,3036073108,,,,
usq,-30.093994140625,-34.3534622192382,3.08296585083007,-4.19746923446655,3036089775,,,,
usq,-31.1877326965332,-35.6676940917968,2.93436503410339,-4.21320819854736,3036106442,,,,
usq,-32.3876800537109,-36.9613952636718,3.01085972785949,-3.99720740318298,3036123109,,,,
usq,-33.9281539916992,-38.2693519592285,2.75453639030456,-3.90713000297546,3036139776,,,,
usq,-35.4051208496093,-39.6697311401367,2.92471194267272,-3.75610613822937,3036156443,,,,
usq,-36.8638076782226,-41.1188049316406,2.6774251461029,-3.78429341316223,3036173110,,,,
usq,-38.2284851074218,-42.50630569458,2.39003491401672,-3.76139402389526,3036189777,,,,
usq,-39.4169464111328,-44.0151062011718,2.51982593536376,-3.73967313766479,3036206444,,,,
usq,-40.4688949584961,-45.7563858032226,2.63018751144409,-3.36317873001098,3036223111,,,,
usq,-41.5386734008789,-47.6589927673339,2.78305220603942,-3.17612314224243,3036239778,,,,
usq,-42.496353149414,-49.5096015930175,2.69819402694702,-3.02333545684814,3036256445,,,,
usq,-43.2192916870117,-51.1343002319335,2.70143008232116,-2.92749452590942,3036273112,,,,
usq,-43.3512420654296,-52.5027732849121,2.54206442832946,-2.95477867126464,3036289779,,,,
usq,-43.0673141479492,-53.7004699707031,2.33524107933044,-2.853600025177,3036306446,,,,
usq,-42.5841522216796,-54.8262023925781,2.93620467185974,-2.79087734222412,3036323113,,,,
usq,-42.1581115722656,-55.828987121582,3.38724899291992,-2.6229989528656,3036339780,,,,
usq,-41.7441024780273,-56.6657943725585,3.28806447982788,-2.52772665023803,3036356447,,,,
usq,-41.1819839477539,-57.3223571777343,2.76784467697143,-2.48572945594787,3036373114,,,,
usq,-40.3665618896484,-57.809341430664,1.88776779174804,-2.4237630367279,3036389781,,,,
usq,-39.3381576538086,-58.1384353637695,1.19449305534362,-2.43308997154235,3036406448,,,,
usq,-38.2541275024414,-58.2900772094726,0.66013479232788,-2.64863610267639,3036423115,,,,
usq,-37.3614501953125,-58.2899131774902,0.659254729747772,-3.06905961036682,3036439782,,,,
usq,-36.810188293457,-58.1604423522949,1.028782248497,-3.51391983032226,3036456449,,,,
usq,-36.5241470336914,-57.8872680664062,1.35996794700622,-3.6763572692871,3036473116,,,,
usq,-36.3801879882812,-57.4626960754394,1.9699021577835,-3.36925029754638,3036489783,,,,
usq,-36.2388610839843,-56.9608879089355,2.3440728187561,-2.95598173141479,3036506450,,,,
usq,-36.0914077758789,-56.3891220092773,2.3040907382965,-2.79359626770019,3036523117,,,,
usq,-36.1561965942382,-55.7529983520507,2.32228732109069,-2.8856291770935,3036539784,,,,
usq,-36.5080642700195,-55.0928535461425,2.39821171760559,-2.84818649291992,3036556451,,,,
usq,-36.9649887084961,-54.3476104736328,2.07329130172729,-2.62583875656127,3036573118,,,,
usq,-37.5600357055664,-53.3975982666015,1.79750621318817,-2.52843475341796,3036589785,,,,
usq,-38.2593231201171,-52.3482437133789,1.9116027355194,-2.17307639122009,3036606452,,,,
usq,-39.0143356323242,-51.3604660034179,1.75135922431945,-2.07010531425476,3036623119,,,,
usq,-39.79296875,-50.3202438354492,1.75144946575164,-2.10259962081909,3036639786,,,,
usq,-40.53857421875,-49.1700286865234,1.7642695903778,-2.33731412887573,3036656453,,,,
usq,-41.2356414794921,-48.1480484008789,1.72961699962615,-3.08667635917663,3036673120,,,,
usq,-41.8410720825195,-47.1902313232421,1.71574616432189,-3.69734692573547,3036689787,,,,
usq,-42.4139404296875,-46.1599197387695,1.56261241436004,-3.92145347595214,3036706454,,,,
