Label,Left_Hip_q,Right_Hip_q,Left_Hip_qd,Right_Hip_qd,SampleTimeFine,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
bas,-33.7152214050293,-7.222412109375,8.277841400483936,-1.6076586869456069,1182660096,,,,,,,,,,,
bas,-34.8739814758301,-9.2015571594239,8.091211932385477,0.17756383097508008,1182676763,,,,,,,,,,,
bas,-35.5312843322754,-11.6579780578614,7.816127974864302,2.4185072800428666,1182693430,,,,,,,,,,,
bas,-35.8528861999512,-14.2421875,7.649995824736117,4.811962563840416,1182710097,,,,,,,,,,,
bas,-36.1439971923829,-16.4166069030762,7.739383922408478,6.968229969512482,1182726764,,,,,,,,,,,
bas,-36.6280555725098,-18.2847785949707,8.163295387548755,8.495153364840377,1182743431,,,,,,,,,,,
bas,-37.1082611083985,-19.6140251159668,8.927668332714488,9.093732588795351,1182760098,,,,,,,,,,,
bas,-37.6713523864747,-20.6331901550293,9.961784663267238,8.641787819904287,1182776765,,,,,,,,,,,
bas,-38.0988845825196,-22.9459838867188,11.117178643960532,7.241994321640283,1182793432,,,,,,,,,,,
bas,-38.3623275756836,-26.5416641235352,12.178764328410752,5.215553525487927,1182810099,,,,,,,,,,,
bas,-38.0308513641358,-28.6232566833497,12.897601095202814,3.034855776169589,1182826766,,,,,,,,,,,
bas,-36.8211517333985,-29.9484596252442,13.04458573849316,1.2080562955415304,1182843433,,,,,,,,,,,
bas,-35.0980339050293,-30.9902725219727,12.472518662221628,0.14824110698257253,1182860100,,,,,,,,,,,
bas,-33.5235862731934,-31.1603355407715,11.168856538315048,0.06805186473426125,1182876767,,,,,,,,,,,
bas,-31.856861114502,-30.5329666137696,9.283629307156996,0.9326209075151697,1182893434,,,,,,,,,,,
bas,-30.2521171569825,-29.582389831543,7.121135203675475,2.4842601401972013,1182910101,,,,,,,,,,,
bas,-27.8724899291993,-28.6624259948731,5.088508760465655,4.328152903298799,1182926768,,,,,,,,,,,
bas,-25.0041809082032,-28.1440124511719,3.6041705168413523,6.046825990066815,1182943435,,,,,,,,,,,
bas,-22.230525970459,-27.6936149597168,2.9861925967404206,7.302853574672763,1182960102,,,,,,,,,,,
bas,-20.052661895752,-27.3384742736817,3.3551764375402273,7.899257427982013,1182976769,,,,,,,,,,,
bas,-17.6513481140137,-27.185157775879,4.586447393289832,7.788562944217488,1182993436,,,,,,,,,,,
bas,-15.4852027893067,-26.7677803039551,6.330987566635411,7.0421243304477965,1183010103,,,,,,,,,,,
bas,-13.689510345459,-25.9549407958985,8.101748973053732,5.802623249669291,1183026770,,,,,,,,,,,
bas,-12.4346580505372,-25.0556945800782,9.400706582769953,4.242110643222778,1183043437,,,,,,,,,,,
bas,-11.7923545837403,-24.4521255493165,9.84907730381698,2.5380563900214645,1183060104,,,,,,,,,,,
bas,-11.588493347168,-24.4179115295411,9.283319220071151,0.8666148091681205,1183076771,,,,,,,,,,,
bas,-11.7237205505372,-24.9065437316895,7.792431257527047,-0.597434624629897,1183093438,,,,,,,,,,,
bas,-12.0728454589844,-25.9285507202149,5.690901451522555,-1.6866711179923275,1183110105,,,,,,,,,,,
bas,-12.2244415283204,-26.9001655578614,3.4379997653303485,-2.260165088501896,1183126772,,,,,,,,,,,
bas,-11.5853271484375,-27.2954750061036,1.5241198830955511,-2.233905604761643,1183143439,,,,,,,,,,,
bas,-10.2978553771973,-27.4742240905762,0.3501591321983526,-1.6125410817277925,1183160106,,,,,,,,,,,
bas,-8.5950622558594,-28.1110992431641,0.12882543686010542,-0.5085632138304854,1183176773,,,,,,,,,,,
bas,-7.3852844238282,-28.5384559631348,0.8356676101981231,0.8632808956656411,1183193440,,,,,,,,,,,
bas,-6.8525848388672,-27.4545555114747,2.2276783234036523,2.2216837593883407,1183210107,,,,,,,,,,,
bas,-6.9083137512207,-25.3128852844239,3.926300731109499,3.2797195806042274,1183226774,,,,,,,,,,,
bas,-7.611125946045,-23.4431266784668,5.536074493266194,3.8159736612478956,1183243441,,,,,,,,,,,
bas,-8.8538360595704,-22.0627136230469,6.754272968630634,3.7344519103350162,1183260108,,,,,,,,,,,
bas,-10.4772377014161,-21.1814613342286,7.432352586967746,3.0926432848172656,1183276775,,,,,,,,,,,
bas,-12.2137794494629,-20.25439453125,7.57491213503912,2.086062485838348,1183293442,,,,,,,,,,,
bas,-13.9957504272461,-18.7635459899903,7.2913388760333735,0.9920522163492793,1183310109,,,,,,,,,,,
bas,-16.1744384765625,-17.061393737793,6.732917345268754,0.08981950660166381,1183326776,,,,,,,,,,,
bas,-18.7387466430665,-15.606185913086,6.045989462899447,-0.41837944545342215,1183343443,,,,,,,,,,,
bas,-21.288429260254,-14.3074798583985,5.353863844722339,-0.46140748210457816,1183360110,,,,,,,,,,,
bas,-23.4603080749512,-12.9165496826172,4.759518443778854,-0.11467831630169067,1183376777,,,,,,,,,,,
bas,-25.2982368469239,-11.3993110656739,4.350870355770734,0.4245030822419186,1183393444,,,,,,,,,,,
bas,-26.8319358825684,-9.9966659545899,4.194728621737462,0.892015882959916,1183410111,,,,,,,,,,,
bas,-27.920150756836,-8.9731483459473,4.318269382607447,1.0262910375778083,1183426778,,,,,,,,,,,
bas,-28.6222076416016,-8.9007453918457,4.688181867514257,0.634048512100569,1183443445,,,,,,,,,,,
bas,-28.7253150939942,-9.1064643859864,5.201381401793859,-0.3637298137571893,1183460112,,,,,,,,,,,
bas,-27.9555473327637,-9.2209739685059,5.696601668893172,-1.9162724442456072,1183476779,,,,,,,,,,,
bas,-26.5187950134278,-9.8917312622071,5.9865096229592245,-3.8590077232570086,1183493446,,,,,,,,,,,
bas,-24.8574981689454,-10.4561042785645,5.900933897853683,-5.951085813019066,1183510113,,,,,,,,,,,
bas,-23.4478950500489,-11.122356414795,5.328535777345426,-7.919185576190327,1183526780,,,,,,,,,,,
bas,-22.7111282348633,-12.1555290222168,4.247566292439458,-9.498730430083839,1183543447,,,,,,,,,,,
bas,-21.5436401367188,-13.7940979003907,2.7417716725593775,-10.475948696340279,1183560114,,,,,,,,,,,
bas,-20.0326232910157,-15.2942619323731,0.9991942620192255,-10.735867324127225,1183576781,,,,,,,,,,,
bas,-18.2671508789063,-15.7765808105469,-0.711225116638241,-10.304845545129362,1183593448,,,,,,,,,,,
bas,-17.7580757141114,-16.2485694885254,-2.0904883860837358,-9.359464060518736,1183610115,,,,,,,,,,,
bas,-18.5801963806153,-17.0115280151368,-2.8827148549278148,-8.1815919721656,1183626782,,,,,,,,,,,
bas,-18.7928771972657,-17.838550567627,-2.948981200752031,-7.070972829280533,1183643449,,,,,,,,,,,
bas,-19.3067321777344,-18.7007637023926,-2.312835143426672,-6.253750177069639,1183660116,,,,,,,,,,,
bas,-19.6447715759278,-19.4765930175782,-1.1590848938383307,-5.82641799462621,1183676783,,,,,,,,,,,
bas,-20.3650817871094,-20.1897048950196,0.21216359613023006,-5.753614270354461,1183693450,,,,,,,,,,,
bas,-21.2357635498047,-21.0355110168457,1.4584049762300921,-5.912327549238828,1183710117,,,,,,,,,,,
bas,-21.3263015747071,-21.7021064758301,2.272442056743645,-6.157710265756647,1183726784,,,,,,,,,,,
bas,-20.2536735534668,-21.5502471923829,2.4478442767572983,-6.381155125065249,1183743451,,,,,,,,,,,
bas,-18.9743728637696,-21.2997131347657,1.9230272984420278,-6.538600060547884,1183760118,,,,,,,,,,,
bas,-17.8980102539063,-21.0622825622559,0.8000164227367655,-6.642480528285166,1183776785,,,,,,,,,,,
bas,-16.9734001159668,-20.5183067321778,-0.6647832293266047,-6.727699133641395,1183793452,,,,,,,,,,,
bas,-15.9794082641602,-19.1613731384278,-2.100305351741281,-6.812418425493021,1183810119,,,,,,,,,,,
bas,-14.969482421875,-17.0754776000977,-3.0906737182425954,-6.874107522559548,1183826786,,,,,,,,,,,
bas,-14.2433395385743,-14.5537261962891,-3.2675139227372156,-6.852220797107101,1183843453,,,,,,,,,,,
bas,-13.9133033752442,-11.5206451416016,-2.406747601715062,-6.676485664895939,1183860120,,,,,,,,,,,
bas,-14.1090202331543,-8.4975662231446,-0.5032612509944646,-6.308261914089365,1183876787,,,,,,,,,,,
bas,-15.1315498352051,-7.0221252441407,2.2041664739572306,-5.774737187499756,1183893454,,,,,,,,,,,
bas,-16.4753227233887,-7.0570602416993,5.275067670101728,-5.175485765234534,1183910121,,,,,,,,,,,
bas,-17.4633750915528,-6.9239616394043,8.173842105921242,-4.6512594604321285,1183926788,,,,,,,,,,,
bas,-18.7948722839356,-6.5172004699707,10.413552786845212,-4.3232711254525675,1183943455,,,,,,,,,,,
bas,-19.9209442138672,-5.1205215454102,11.690471471063262,-4.227970403957679,1183960122,,,,,,,,,,,
bas,-20.3871803283692,-5.0333709716797,11.959789125190168,-4.277489667661872,1183976789,,,,,,,,,,,
bas,-20.4646339416504,-6.4994163513184,11.423255790641104,-4.26713104418737,1183993456,,,,,,,,,,,
bas,-20.8621635437012,-8.8061981201172,10.43679030418614,-3.933134954407679,1184010123,,,,,,,,,,,
bas,-21.7679100036622,-11.4153289794922,9.380260902676637,-3.0437342668531566,1184026790,,,,,,,,,,,
bas,-22.7633590698243,-13.7125625610352,8.543349499769619,-1.4918525082884078,1184043457,,,,,,,,,,,
bas,-24.2342491149903,-16.4249687194825,8.066444160493768,0.6449525472461755,1184060124,,,,,,,,,,,
bas,-25.8566436767579,-19.5186386108399,7.945687971132027,3.101197759820449,1184076791,,,,,,,,,,,
bas,-27.5068092346192,-22.4590759277344,8.084056238951984,5.481284401250869,1184093458,,,,,,,,,,,
bas,-29.0488433837891,-25.1448669433594,8.357384974069639,7.361561797861012,1184110125,,,,,,,,,,,
bas,-30.5824050903321,-27.6709785461426,8.667188793224824,8.40417792549622,1184126792,,,,,,,,,,,
bas,-32.0484008789063,-29.9457702636719,8.964899565721737,8.446416531637025,1184143459,,,,,,,,,,,
bas,-33.2984962463379,-31.8116760253907,9.246751503348838,7.538529995099001,1184160126,,,,,,,,,,,
bas,-34.3589630126954,-33.2657814025879,9.528787915029195,5.920841827866489,1184176793,,,,,,,,,,,
bas,-35.1041603088379,-34.3452682495118,9.81512992472412,3.95057328141799,1184193460,,,,,,,,,,,
bas,-35.1795272827149,-35.2513008117676,10.07165457765551,2.0056237823307788,1184210127,,,,,,,,,,,
bas,-34.5953979492188,-36.1898803710938,10.215049544233043,0.400331251063184,1184226794,,,,,,,,,,,
bas,-33.0724639892579,-37.0303039550782,10.124722218785308,-0.6606018571493756,1184243461,,,,,,,,,,,
bas,-31.3257331848145,-37.5952682495118,9.679771599767719,-1.0876273591031125,1184260128,,,,,,,,,,,
bas,-29.7316360473633,-37.834831237793,8.813378369037986,-0.8902363017715424,1184276795,,,,,,,,,,,
bas,-28.4537963867188,-37.0296630859375,7.565301038089529,-0.15930732712395362,1184293462,,,,,,,,,,,
bas,-27.7963981628418,-36.0133247375489,6.1065637761278495,0.9480615097519043,1184310129,,,,,,,,,,,
bas,-26.9285888671875,-34.2713890075684,4.715886050944754,2.2304245427948226,1184326796,,,,,,,,,,,
bas,-24.8401565551758,-32.7588081359864,3.7064782800892826,3.4762134774551066,1184343463,,,,,,,,,,,
bas,-21.9058303833008,-31.7955360412598,3.32619113926162,4.501996883537846,1184360130,,,,,,,,,,,
bas,-18.7763061523438,-31.1030082702637,3.668983151499855,5.178826372349458,1184376797,,,,,,,,,,,
bas,-16.1383895874024,-30.378044128418,4.632079260241389,5.437736321209692,1184393464,,,,,,,,,,,
bas,-13.8611106872559,-29.2863922119141,5.934673386010938,5.259918770911521,1184410131,,,,,,,,,,,
bas,-11.8651428222657,-28.1092758178711,7.191840101656696,4.665731098927871,1184426798,,,,,,,,,,,
bas,-10.1785049438477,-27.3717117309571,8.020757691442048,3.7131118298761887,1184443465,,,,,,,,,,,
bas,-8.9497756958008,-27.2149925231934,8.148625508503853,2.5042549471103417,1184460132,,,,,,,,,,,
bas,-7.9162826538086,-27.6463432312012,7.492142416226064,1.188840626650351,1184476799,,,,,,,,,,,
bas,-7.0201225280762,-28.1332092285157,6.186053780448522,-0.049553916430065875,1184493466,,,,,,,,,,,
bas,-6.2637062072754,-27.9122314453125,4.551708140056319,-1.0283044354118138,1184510133,,,,,,,,,,,
bas,-6.1196632385254,-26.9336891174317,3.0123351493319355,-1.6119771830626939,1184526800,,,,,,,,,,,
bas,-6.7095947265625,-25.04398727417,1.9755341869173113,-1.749807352138594,1184543467,,,,,,,,,,,
bas,-9.0926628112793,-22.5039596557618,1.7134498258158104,-1.4857643650566656,1184560134,,,,,,,,,,,
bas,-12.3861923217774,-19.9344863891602,2.2769221044921166,-0.9360883400463296,1184576801,,,,,,,,,,,
bas,-15.3603439331055,-17.7584114074707,3.4768225646438475,-0.24660028221692631,1184593468,,,,,,,,,,,
bas,-18.2373237609864,-16.5087509155274,4.946280722750827,0.44797698377264433,1184610135,,,,,,,,,,,
bas,-20.7335853576661,-15.6507530212403,6.264090075226497,1.0445643105299574,1184626802,,,,,,,,,,,
bas,-22.9476203918457,-13.803321838379,7.090779270725691,1.4688768168696378,1184643469,,,,,,,,,,,
bas,-25.0128898620606,-11.5503768920899,7.264275189542889,1.6605912734858939,1184660136,,,,,,,,,,,
bas,-27.0998840332032,-9.7110824584961,6.823888214103869,1.562609193578794,1184676803,,,,,,,,,,,
bas,-29.1169700622559,-8.7385520935059,5.964361114918846,1.124102255710718,1184693470,,,,,,,,,,,
bas,-31.1181983947754,-8.6397705078125,4.948018270036728,0.316365115776161,1184710137,,,,,,,,,,,
bas,-32.6692047119141,-8.9377593994141,4.012681556925455,-0.8472060850008986,1184726804,,,,,,,,,,,
bas,-33.6934204101563,-9.25590133667,3.30588121593922,-2.2978413376204707,1184743471,,,,,,,,,,,
bas,-34.2051849365235,-9.200122833252,2.859431482155385,-3.913218840030865,1184760138,,,,,,,,,,,
bas,-34.1521644592286,-8.7401161193848,2.602621240779264,-5.537400150333765,1184776805,,,,,,,,,,,
bas,-33.6257667541504,-8.7881774902344,2.4028555552339506,-7.015073186937328,1184793472,,,,,,,,,,,
bas,-32.8759002685547,-9.3040351867676,2.118723312124069,-8.229605669160694,1184810139,,,,,,,,,,,
bas,-31.7629356384278,-9.9964179992676,1.6492326955543526,-9.130267424428403,1184826806,,,,,,,,,,,
bas,-30.5614051818848,-10.9324226379395,0.9644045934359323,-9.735989130410868,1184843473,,,,,,,,,,,
bas,-30.5577926635743,-12.0349311828614,0.10875726569427505,-10.113091640121285,1184860140,,,,,,,,,,,
bas,-30.5615463256836,-12.9690818786622,-0.8199108601980534,-10.338008686310411,1184876807,,,,,,,,,,,
bas,-29.8157844543457,-13.4553833007813,-1.7038950220429068,-10.463531613667168,1184893474,,,,,,,,,,,
bas,-29.332088470459,-13.7170753479004,-2.4358133917630687,-10.502917192795364,1184910141,,,,,,,,,,,
bas,-29.4063835144043,-14.316764831543,-2.9366210089056706,-10.434816012016507,1184926808,,,,,,,,,,,
bas,-29.8091049194336,-15.3784828186036,-3.1620046318896082,-10.222840447430167,1184943475,,,,,,,,,,,
bas,-30.3494148254395,-16.6926536560059,-3.103451525024097,-9.840920830584233,1184960142,,,,,,,,,,,
bas,-31.2532272338868,-18.061996459961,-2.789436409711046,-9.296089505165751,1184976809,,,,,,,,,,,
bas,-32.3541412353516,-19.495216369629,-2.2877022101151883,-8.640551872612408,1184993476,,,,,,,,,,,
bas,-33.3310203552247,-21.0346946716309,-1.7055201840939536,-7.966636923548975,1185010143,,,,,,,,,,,
bas,-34.0509262084961,-22.7913627624512,-1.182983816322999,-7.38430149045645,1185026810,,,,,,,,,,,
bas,-34.49906539917,-24.5160102844239,-0.8750062816964508,-6.989091315241176,1185043477,,,,,,,,,,,
bas,-34.9552917480469,-25.8990097045899,-0.9205822184278897,-6.832980460767279,1185060144,,,,,,,,,,,
bas,-35.3855590820313,-26.6567611694336,-1.4026638861500536,-6.908240653364488,1185076811,,,,,,,,,,,
bas,-35.6209831237793,-26.7598495483399,-2.3076152205130493,-7.148021701990906,1185093478,,,,,,,,,,,
bas,-35.5200271606446,-26.2052078247071,-3.497678386197748,-7.441496329235406,1185110145,,,,,,,,,,,
bas,-35.1908302307129,-24.8818359375,-4.710810073239544,-7.658692983057078,1185126812,,,,,,,,,,,
bas,-34.6850891113282,-23.0164604187012,-5.5978229493193234,-7.679803746121373,1185143479,,,,,,,,,,,
bas,-34.3310852050782,-20.6580123901368,-5.7968374833333876,-7.424196755984318,1185160146,,,,,,,,,,,
bas,-34.3376808166504,-17.7041168212891,-5.031572367508863,-6.87458426023608,1185176813,,,,,,,,,,,
bas,-34.6206970214844,-14.3315467834473,-3.2071512494086876,-6.091343926316397,1185193480,,,,,,,,,,,
bas,-35.0789909362793,-11.3470420837403,-0.4704860641240287,-5.211081422028157,1185210147,,,,,,,,,,,
bas,-35.8535461425782,-9.2164039611817,2.793327359263798,-4.423826366697952,1185226814,,,,,,,,,,,
bas,-36.3283615112305,-6.5862770080567,6.040297349242782,-3.9274104290648983,1185243481,,,,,,,,,,,
bas,-36.2460021972657,-4.0163955688477,8.707736550357652,-3.866483614325421,1185260148,,,,,,,,,,,
bas,-35.8936614990235,-1.3561935424805,10.37296994694698,-4.27396929200449,1185276815,,,,,,,,,,,
bas,-35.1103096008301,-0.992073059082102,10.873195896983178,-5.03795355413499,1185293482,,,,,,,,,,,
bas,-33.9689407348633,-1.8290252685547,10.339099637871193,-5.911613982677502,1185310149,,,,,,,,,,,
bas,-32.0201110839844,-2.61708831787109,9.128989358281569,-6.568452521596945,1185326816,,,,,,,,,,,
bas,-31.3727722167969,-3.62599945068359,7.6925424089553855,-6.687504648582428,1185343483,,,,,,,,,,,
bas,-32.1964721679688,-4.61912536621099,6.422317493890747,-6.042662470184711,1185360150,,,,,,,,,,,
bas,-33.645362854004,-6.0128402709961,5.552501047248887,-4.570208853050228,1185376817,,,,,,,,,,,
bas,-34.7445907592774,-7.7972068786622,5.137590618802966,-2.39570061923831,1185393484,,,,,,,,,,,
bas,-35.4391632080079,-9.8724250793457,5.103776559276785,0.18852444500781962,1185410151,,,,,,,,,,,
bas,-35.8778800964356,-12.2583122253418,5.3346262720463535,2.791266048982319,1185426818,,,,,,,,,,,
bas,-36.2973365783692,-15.0035057067872,5.745093516968485,5.017366110496416,1185443485,,,,,,,,,,,
bas,-36.8951568603516,-17.8705101013184,6.313081437892716,6.560157975872824,1185460152,,,,,,,,,,,
bas,-37.3888320922852,-21.1383056640625,7.063097742480869,7.262061707579455,1185476819,,,,,,,,,,,
bas,-37.6243438720704,-24.4067878723145,8.017776063875209,7.127802177575599,1185493486,,,,,,,,,,,
bas,-37.1621971130372,-26.0749282836915,9.142928969742467,6.296048221395372,1185510153,,,,,,,,,,,
bas,-36.159523010254,-26.1909980773926,10.31127340507862,4.991427206638826,1185526820,,,,,,,,,,,
bas,-34.5570755004883,-26.8100700378418,11.30319185394874,3.479729473619357,1185543487,,,,,,,,,,,
bas,-32.3663406372071,-27.7717018127442,11.851912440648864,2.035087885571996,1185560154,,,,,,,,,,,
bas,-29.891284942627,-28.4152908325196,11.725138440696359,0.9111175300041188,1185576821,,,,,,,,,,,
bas,-26.8012199401856,-28.7073516845704,10.817748277809253,0.30411668792773366,1185593488,,,,,,,,,,,
bas,-23.8228340148926,-28.1065139770508,9.218417158216008,0.3104732696651734,1185610155,,,,,,,,,,,
bas,-21.5017967224122,-27.2795562744141,7.216002377056981,0.8985433525879272,1185626822,,,,,,,,,,,
bas,-18.6820869445801,-26.3937339782715,5.232414857178924,1.916687915590185,1185643489,,,,,,,,,,,
bas,-15.0546188354493,-25.8814582824707,3.70050033482558,3.1398253465647405,1185660156,,,,,,,,,,,
bas,-11.4574241638184,-25.4192810058594,2.9326082738398616,4.3343730703646886,1185676823,,,,,,,,,,,
bas,-8.3628845214844,-25.0579643249512,3.0314539839669514,5.313927875951162,1185693490,,,,,,,,,,,
bas,-5.2287139892579,-24.8027076721192,3.8744948862865707,5.967041224833943,1185710157,,,,,,,,,,,
bas,-2.18316650390631,-24.3646621704102,5.169163866438673,6.254163843637824,1185726824,,,,,,,,,,,
bas,0.116355895996094,-23.7369575500489,6.549398192653577,6.184141466999115,1185743491,,,,,,,,,,,
bas,1.05938720703119,-22.999927520752,7.675571743627158,5.7871101895144115,1185760158,,,,,,,,,,,
bas,0.996505737304602,-22.571704864502,8.308208011679072,5.099085666512624,1185776825,,,,,,,,,,,
bas,0.405113220214801,-22.8693046569825,8.341964354016051,4.165144054202634,1185793492,,,,,,,,,,,
bas,-0.327926635742202,-23.7953529357911,7.801856946749958,3.0564590512955,1185810159,,,,,,,,,,,
bas,-1.07801818847661,-25.1351432800293,6.813481631140258,1.8869391350080782,1185826826,,,,,,,,,,,
bas,-1.7830047607422,-26.4017944335938,5.561864593408904,0.8129922788617603,1185843493,,,,,,,,,,,
bas,-2.12791442871099,-27.1254081726075,4.251011394565937,0.007408018070487016,1185860160,,,,,,,,,,,
bas,-1.59429931640631,-27.1302299499512,3.0709327706923633,-0.38729861480496053,1185876827,,,,,,,,,,,
bas,-0.882003784179702,-26.469051361084,2.173991896325058,-0.30733751367880996,1185893494,,,,,,,,,,,
bas,-1.05593109130859,-25.332088470459,1.6601865112013645,0.20464263470646019,1185910161,,,,,,,,,,,
bas,-2.1370925903321,-23.4376831054688,1.5713167557486682,1.0062246768148664,1185926828,,,,,,,,,,,
bas,-3.71872711181641,-20.9132194519043,1.8939449195544065,1.8937845373227833,1185943495,,,,,,,,,,,
