Label,Left_Hip_q,Right_Hip_q,Left_Hip_qd,Right_Hip_qd,SampleTimeFine
uw,-63.6605796813964,-32.9986343383789,0.613671660423278,1.83609664440155,2454609058
uw,-63.7558288574218,-32.612133026123,0.2902313220094746,1.9881627953097423,2454625725
uw,-63.9114418029785,-32.1557731628418,0.02667194112367817,1.505582978115081,2454642392
uw,-64.0596313476562,-31.6787929534912,-0.13543420222287011,1.06721071530098,2454659059
uw,-64.3021469116211,-31.1425151824951,-0.12889980097015272,0.7174014501453786,2454675726
uw,-64.5196685791015,-30.5508728027343,0.06806943290417544,0.5038928006116492,2454692393
uw,-64.7354354858398,-30.1175308227539,0.42320038237057345,0.47076371708860454,2454709060
uw,-64.9720458984375,-29.7603569030761,0.8539501472847291,0.645021243233858,2454725727
uw,-65.1946487426757,-29.1866245269775,1.244233881659216,1.0209227794823712,2454742394
uw,-65.401496887207,-28.7414836883544,1.4721640019178046,1.5486776889080562,2454759061
uw,-65.36328125,-28.7914066314697,1.4437357768231538,2.1345850469961554,2454775728
uw,-66.5204620361328,-29.1776046752929,1.123643393213697,2.656945309505262,2454792395
uw,-66.1150360107421,-29.8001060485839,0.5521660590833435,2.9961076858278277,2454809062
uw,-65.7701568603515,-30.8201217651367,-0.16047089593776215,3.069678228661578,2454825729
uw,-66.1640548706054,-32.0794486999511,-0.8628726492554616,2.859225140068611,2454842396
uw,-66.9408187866211,-33.4650039672851,-1.4052297632609099,2.416626797278337,2454859063
uw,-67.7674331665039,-35.2559127807617,-1.6810285713634245,1.8467739071899179,2454875730
uw,-68.5137786865234,-37.4595222473144,-1.653801160715346,1.2741006193928854,2454892397
uw,-69.1442565917968,-39.9175834655761,-1.361730166375501,0.8069112868060573,2454909064
uw,-69.7374191284179,-42.3998947143554,-0.9013536334580218,0.5121909814732802,2454925731
uw,-70.3785629272461,-45.0226821899414,-0.39799461035941164,0.4064757910705526,2454942398
uw,-70.990608215332,-47.8984184265136,0.027017139944220916,0.4607779052424528,2454959065
uw,-71.5069351196289,-50.9372901916503,0.2835152143092274,0.61393023022303,2454975732
uw,-71.8537979125976,-53.916877746582,0.32862383268852735,0.7895532311377901,2454992399
