Label,Left_Hip_q,Right_Hip_q,Left_Hip_qd,Right_Hip_qd,SampleTimeFine,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
fc,-5.62208127975463,-24.932502746582,-9.49601554870605,8.63010883331298,1924014093,,,,,
fc,-5.27925300598144,-24.5127143859863,-12.9998912506702,13.214839679195817,1924030760,,,,,
fc,-5.26670217514038,-22.4911575317382,-11.14862891906088,7.648665160889878,1924047427,,,,,
fc,-5.72203302383422,-19.0881843566894,-9.491672061907735,2.7176682359608955,1924064094,,,,,
fc,-7.2091007232666,-14.784008026123,-8.243903983729778,-1.0596726113692818,1924080761,,,,,
fc,-9.91169452667236,-11.351333618164,-7.579194339127009,-3.398685606568986,1924097428,,,,,
fc,-12.8612785339355,-9.6809425354003,-7.594698539350197,-4.289184038058028,1924114095,,,,,
fc,-15.8383684158325,-9.1548614501953,-8.275882175091107,-3.956070251265175,1924130762,,,,,
fc,-19.2623386383056,-8.4843826293945,-9.475833045519218,-2.751317435577631,1924147429,,,,,
fc,-23.2998847961425,-7.0896739959716,-10.920946928910512,-1.0229323891287878,1924164096,,,,,
fc,-27.4726238250732,-5.84765625,-12.249139442853258,0.9796593511132198,1924180763,,,,,
fc,-29.7130451202392,-5.6617717742919,-13.077222541344897,3.1258324185048485,1924197430,,,,,
fc,-30.2195644378662,-5.6112213134765,-13.082295541605351,5.355952527990752,1924214097,,,,,
fc,-29.3168106079101,-5.3999710083007,-12.073632600223034,7.608448634875392,1924230764,,,,,
fc,-27.5227222442626,-5.0537528991699,-10.033950738280973,9.7706120134983,1924247431,,,,,20.0
fc,-26.0356349945068,-4.7513046264648,-7.122323416359175,11.679020965699621,1924264098,,,,,
fc,-25.2702598571777,-4.6812477111816,-3.6461654332385356,13.163380819128033,1924280765,,,,,
fc,-24.667179107666,-4.7953548431396,-0.01648765653601312,14.105612959750378,1924297432,,,,,
fc,-23.6148338317871,-5.455373764038,3.303611978373206,14.482021037641157,1924314099,,,,,
fc,-22.7127704620361,-6.7898921966552,5.85652527499613,14.367667232903905,1924330766,,,,,
fc,-21.5192012786865,-8.5212955474853,7.257418697295767,13.901251587083362,1924347433,,,,,
fc,-20.813793182373,-10.2327442169189,7.268186174787754,13.227498710254016,1924364100,,,,,
fc,-21.2013683319091,-11.7768955230712,5.861793299011786,12.444847171775002,1924380767,,,,,
fc,-22.3155879974365,-13.0008354187011,3.252914770587999,11.583912904795511,1924397434,,,,,
fc,-23.925817489624,-13.9015083312988,-0.12369903695925848,10.626638619591176,1924414101,,,,,
fc,-26.1691970825195,-14.3805541992187,-3.689606786011232,9.554285734040995,1924430768,,,,,
fc,-28.1925735473632,-14.7314949035644,-6.8383679295183555,8.396176335595525,1924447435,,,,,
fc,-28.9460525512695,-14.9378204345703,-9.062051924798388,7.2501243829469795,1924464102,,,,,
fc,-28.9808654785156,-14.5413398742675,-10.054990469776536,6.261435149075407,1924480769,,,,,
fc,-28.5990333557128,-13.3595275878906,-9.765940620218698,5.571353258738074,1924497436,,,,,
fc,-27.9201145172119,-12.0226554870605,-8.384754216475834,5.262764130150314,1924514103,,,,,
fc,-26.5599288940429,-10.9224109649658,-6.270730416955238,5.330052151250596,1924530770,,,,,
fc,-24.4639091491699,-10.0759143829345,-3.8488988793406946,5.683770386355974,1924547437,,,,,
fc,-22.4161014556884,-9.9235649108886,-1.5097159322349025,6.181999898190724,1924564104,,,,,
fc,-20.1602878570556,-10.2843017578125,0.45679488638183025,6.670638553333182,1924580771,,,,,
fc,-17.8687896728515,-11.0569019317626,1.878375779504474,7.017107660380756,1924597438,,,,,
fc,-16.1197185516357,-12.6865234375,2.677622140803255,7.130931681669534,1924614105,,,,,
fc,-15.2792272567749,-15.3884963989257,2.8335080195545785,6.972727538410604,1924630772,,,,,
fc,-15.2787170410156,-18.8496131896972,2.353785448330207,6.555637209343369,1924647439,,,,,
fc,-14.6645765304565,-22.5765800476074,1.272072696331106,5.940841281503575,1924664106,,,,,
fc,-13.5292921066284,-26.4964294433593,-0.33549522136402665,5.2258037078232515,1924680773,,,,,
fc,-13.2103881835937,-29.8567428588867,-2.3338540377230284,4.524171610632599,1924697440,,,,,
fc,-12.8466672897338,-32.473289489746,-4.534032698597662,3.9401807209807522,1924714107,,,,,
fc,-11.9104633331298,-33.2221984863281,-6.7265141860455655,3.5444452260296653,1924730774,,,,,
fc,-10.4576330184936,-31.7470092773437,-8.7290430936687,3.357680319538675,1924747441,,,,,
fc,-9.05918312072753,-28.7502899169921,-10.423939242308752,3.344130499043322,1924764108,,,,,
fc,-7.88399696350097,-24.9193801879882,-11.76727282349454,3.4126442788341804,1924780775,,,,,
fc,-7.46074867248535,-22.3979721069335,-12.770495546809505,3.424983489018334,1924797442,,,,,
fc,-7.59435749053955,-21.4447746276855,-13.469422817689857,3.2156113127265353,1924814109,,,,,
fc,-7.68423891067504,-20.0461654663085,-13.897595277003731,2.627752221392488,1924830776,,,,,
fc,-7.62188673019409,-18.2156906127929,-14.07369294518959,1.5632143862271775,1924847443,,,,,
fc,-7.67900228500366,-15.5692405700683,-14.003333542325459,0.03231081486207763,1924864110,,,,,
fc,-7.87881278991699,-13.288776397705,-13.689604675013127,-1.8165015730639267,1924880777,,,,,
fc,-8.18650150299072,-10.8780364990234,-13.145115481424247,-3.7044475212551844,1924897444,,,,,
fc,-8.54510402679443,-8.7198390960693,-12.399777386483448,-5.272736939503572,1924914111,,,,,
fc,-8.77610874176025,-7.4835128784179,-11.501460157741876,-6.164561658939419,1924930778,,,,,
fc,-9.04471778869628,-7.6349773406982,-10.510126870787037,-6.115153616012514,1924947445,,,,,
fc,-9.06893062591552,-8.9144382476806,-9.488564397327265,-5.022538154021107,1924964112,,,,,
fc,-8.73836326599121,-10.4137744903564,-8.492936049248637,-2.979428102533331,1924980779,,,,,
fc,-7.90477609634399,-12.5692634582519,-7.564768494689434,-0.2609964557659985,1924997446,,,,,
fc,-6.86803197860717,-15.9683227539062,-6.725356787240137,2.7251436227268666,1925014113,,,,,
fc,-6.18210697174072,-19.9102973937988,-5.975090257239038,5.515572622389447,1925030780,,,,,
fc,-5.4210295677185,-23.6445350646972,-5.30133538108079,7.681091487592708,1925047447,,,,,
fc,-4.82013893127441,-26.2928924560546,-4.696077430148416,8.913258509235126,1925064114,,,,,
fc,-4.70737743377685,-27.1482582092285,-4.178763821314928,9.086937981161837,1925080781,,,,,
fc,-4.89458608627319,-26.0808906555175,-3.8140839556852693,8.280038917306872,1925097448,,,,,
fc,-5.39572954177856,-23.8297500610351,-3.7125268213639733,6.741579200940152,1925114115,,,,,
fc,-6.94718933105468,-20.6986618041992,-4.006065286699687,4.81609484924074,1925130782,,,,,
fc,-9.93181705474853,-18.1380157470703,-4.802058166289352,2.8505225032062964,1925147449,,,,,
fc,-13.8629817962646,-16.4515876770019,-6.1307142596475765,1.119334426410026,1925164116,,,,,
fc,-17.7967205047607,-14.6567459106445,-7.90759608581259,-0.20414929910105764,1925180783,,,,,
fc,-21.6836757659912,-12.8952560424804,-9.927886121220418,-1.0272133094167355,1925197450,,,,,
fc,-25.3982162475585,-11.2565174102783,-11.896267534918818,-1.2927862176231082,1925214117,,,,,
fc,-28.9926242828369,-9.883071899414,-13.483481586219613,-0.9469441696488987,1925230784,,,,,
fc,-30.9261131286621,-9.0356674194335,-14.393732989634078,0.0565240376792723,1925247451,,,,,
fc,-31.6186065673828,-9.0307846069335,-14.425464245505921,1.7174356673357203,1925264118,,,,,
fc,-30.837324142456,-9.396047592163,-13.50952973213794,3.942815888143294,1925280785,,,,,
fc,-28.9806671142578,-9.2393398284912,-11.715014266127245,6.524009266784481,1925297452,,,,,
fc,-27.3635349273681,-8.5551624298095,-9.224806478373067,9.154928069819022,1925314119,,,,,
fc,-26.7363224029541,-7.7739124298095,-6.295098060909385,11.48870477935866,1925330786,,,,,
fc,-25.8897495269775,-7.1989192962646,-3.216788292793601,13.214431340271487,1925347453,,,,,
fc,-24.1442623138427,-7.2088146209716,-0.2892018021584243,14.129200560400031,1925364120,,,,,
