Unnamed: 0,Left_Hip_q,Right_Hip_q,Left_Hip_qd,Right_Hip_qd,SampleTimeFine
lift,-29.81745148,-29.41386223,56.06740189,78.32092285,2088321833
lift,-30.90383339,-30.71158791,55.09167099,75.33518982,2088338500
lift,-31.90702057,-31.97496414,51.64998627,74.3168869,2088355167
lift,-32.80687714,-33.10654449,47.72097397,68.54797363,2088371834
lift,-33.58418655,-34.14583206,42.4393959,65.47277069,2088388501
lift,-34.29034424,-35.09169769,38.76676941,61.82101822,2088405168
lift,-34.98604202,-35.95440292,37.57565689,59.08240128,2088421835
lift,-35.69513702,-36.81132126,37.38246536,58.9602623,2088438502
lift,-36.39656067,-37.67627335,36.23764038,60.24034882,2088455169
lift,-37.13638687,-38.53540421,40.43683243,60.31690216,2088471836
lift,-38.01559067,-39.38577271,49.24796295,59.22778702,2088488503
lift,-38.85639191,-40.21996689,46.15947723,58.07640076,2088505170
lift,-39.59588623,-41.07052231,41.15796661,58.26956177,2088521837
lift,-40.36727524,-41.90917587,44.82713318,57.05463791,2088538504
lift,-41.17645264,-42.80044174,48.62513351,59.97403336,2088555171
lift,-41.9905014,-43.7313385,51.04895401,61.46449661,2088571838
lift,-42.86994171,-44.64443207,56.96889877,59.84159851,2088588505
lift,-43.76826096,-45.52666855,57.59117889,57.56365967,2088605172
lift,-44.74289703,-46.36783981,62.83347321,55.27019119,2088621839
lift,-45.53494644,-47.2625885,52.94953156,57.63349915,2088638506
lift,-46.27454758,-48.13827515,51.35120392,54.90831757,2088655173
lift,-47.06394196,-49.05288315,53.94440079,56.63609314,2088671840
lift,-47.75017929,-49.99035645,45.65287399,57.3397522,2088688507
lift,-48.43870544,-50.98567581,44.82303619,60.68731689,2088705174
lift,-49.1562233,-52.02708054,45.78400803,64.0133667,2088721841
lift,-49.91172409,-52.94042587,44.05050278,56.72008514,2088738508
lift,-50.73711014,-53.87049103,45.84727478,57.42465973,2088755175
lift,-51.54175949,-54.93846512,44.50301361,65.55165863,2088771842
lift,-52.29299164,-55.8418045,41.25502777,55.82518768,2088788509
