Label,Left_Hip_q,Right_Hip_q,Left_Hip_qd,Right_Hip_qd,SampleTimeFine,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
brs,-32.5941696166992,-7.92885780334472,-5.14915943145751,-0.879625678062439,2114738015,,,,
brs,-30.219127655029297,-7.4634051322937,0.185709416866302,-2.02201557159423,2114754682,,,,
brs,-28.249240875244098,-6.08157634735107,2.16648364067077,-2.07142996788024,2114771349,,,,
brs,-27.314804077148402,-5.4194049835205,1.08289504051208,-1.58991336822509,2114788016,,,,
brs,-27.346939086914,-5.31985473632812,0.780343055725097,-1.82827770709991,2114804683,,,,
brs,-28.017566680908203,-5.37414455413818,0.686445355415344,-1.81537640094757,2114821350,,,,
brs,-28.528007507324197,-6.09495687484741,-0.831450402736663,-2.57356405258178,2114838017,,,,
brs,-28.3827896118164,-7.32060098648071,-2.72404956817626,-3.62656807899475,2114854684,,,,
brs,-27.4879150390625,-8.35404109954834,-3.58159971237182,-3.1951744556427,2114871351,,,,
brs,-26.7889785766601,-9.29431438446045,-3.64782810211181,-1.82642614841461,2114888018,,,,
brs,-26.999168395996,-10.4012517929077,-3.389732837677,-0.811771035194397,2114904685,,,,
brs,-28.5021095275878,-11.8083486557006,-2.24794769287109,0.588533997535705,2114921352,,,,
brs,-30.7305526733398,-13.1886520385742,-1.02876889705657,1.69630765914917,2114938019,,,,
brs,-32.4558296203613,-14.2314510345458,0.630913376808166,2.24206113815307,2114954686,,,,
brs,-32.6377182006835,-14.5410099029541,0.768567860126495,2.75517439842224,2114971353,,,,
brs,-31.501087188720703,-14.4290618896484,-0.290354311466217,2.84823751449584,2114988020,,,,
brs,-30.3379249572753,-14.6352396011352,-2.02981352806091,1.96996986865997,2115004687,,,,
brs,-29.825649261474602,-15.1402378082275,-2.8031997680664,0.922828555107116,2115021354,,,,
brs,-30.1614189147949,-15.7463502883911,-3.59386920928955,0.217816516757011,2115038021,,,,
brs,-31.4525566101074,-16.4564590454101,-3.87857818603515,-0.167846053838729,2115054688,,,,
brs,-32.9031257629394,-17.1834373474121,-2.50683069229125,-0.177174523472785,2115071355,,,,
brs,-33.664207458496,-17.88277053833,-1.41694927215576,-0.154112517833709,2115088022,,,,
brs,-33.8645362854003,-18.5430870056152,-0.509445369243621,-0.158265724778175,2115104689,,,,
brs,-33.9479598999023,-19.1509552001953,0.429243713617324,0.0677502676844596,2115121356,,,,
brs,-34.4052276611328,-19.835916519165,0.791517794132232,0.550301015377044,2115138023,,,,
brs,-35.6488800048828,-20.7507133483886,0.766038060188293,0.509540617465972,2115154690,,,,
brs,-37.240585327148395,-21.8017959594726,1.43755257129669,-0.0925538465380668,2115171357,,,,
brs,-38.375862121582,-22.8963108062744,1.50954282283782,-0.911045908927917,2115188024,,,,
brs,-38.763984680175696,-24.0798416137695,0.398173332214355,-2.00546932220459,2115204691,,,,
brs,-38.7633438110351,-25.1368141174316,-2.22401189804077,-2.54806470870971,2115221358,,,,
brs,-39.065895080566406,-25.9272918701171,-4.02652788162231,-2.57552027702331,2115238025,,,,
brs,-39.583305358886705,-26.6668052673339,-4.07873153686523,-2.96289658546447,2115254692,,,,
brs,-40.265960693359304,-26.9335479736328,-3.33953762054443,-3.7541708946228,2115271359,,,,
brs,-40.9623184204101,-26.5908794403076,-2.18642091751098,-4.27339696884155,2115288026,,,,
brs,-42.0867538452148,-25.5038909912109,-1.42116630077362,-3.95188069343566,2115304693,,,,
brs,-43.5807647705078,-24.2654399871826,-0.991523146629333,-3.52690362930297,2115321360,,,,
brs,-45.190933227539006,-23.3308334350585,-1.03192627429962,-3.67266488075256,2115338027,,,,
brs,-46.3133544921875,-22.1792430877685,-1.61667323112487,-3.98586535453796,2115354694,,,,
brs,-46.746025085449205,-20.8007888793945,-0.606395661830902,-4.47905349731445,2115371361,,,,
brs,-46.8057403564453,-20.3313541412353,-0.201931878924369,-3.77602291107177,2115388028,,,,
brs,-47.099296569824205,-20.3269538879394,2.31273651123046,-2.13259506225585,2115404695,,,,
brs,-46.832504272460895,-20.3124465942382,3.75104880332946,-0.0457673892378807,2115421362,,,,
brs,-46.1777801513671,-20.3636722564697,5.26079797744751,2.91700029373168,2115438029,,,,
brs,-45.957382202148395,-19.9467144012451,4.55588340759277,2.77496147155761,2115454696,,,,
brs,-45.779922485351506,-19.3048305511474,3.46705245971679,3.89995741844177,2115471363,,,,
brs,-45.2521591186523,-19.1839427947998,0.683209955692291,3.72000670433044,2115488030,,,,
brs,-44.20611572265619,-19.8662948608398,-1.12560093402862,3.5720899105072,2115504697,,,,
brs,-42.437484741210895,-20.9311771392822,-1.13791787624359,4.14157009124755,2115521364,,,,
brs,-40.844291687011705,-21.8807945251464,-0.551585674285888,3.80997204780578,2115538031,,,,
brs,-38.59564208984369,-22.2736549377441,-0.526042520999908,3.20930814743042,2115554698,,,,
brs,-35.4042892456054,-22.5325374603271,-0.201188474893569,1.60591959953308,2115571365,,,,
brs,-31.239509582519503,-22.9842472076416,1.99560904502868,-0.501716673374176,2115588032,,,,
brs,-26.564437866210902,-23.6506652832031,3.57262635231018,-1.65835666656494,2115604699,,,,
brs,-21.226974487304602,-24.4246482849121,6.04494190216064,-2.81788992881774,2115621366,,,,
brs,-16.111686706542898,-25.3810443878173,8.5332326889038,-2.91745209693908,2115638033,,,,
brs,-12.443267822265597,-26.7785491943359,8.30134773254394,-1.71526038646698,2115654700,,,,
brs,-9.888484954833899,-28.5488872528076,7.46012020111084,-0.158099234104156,2115671367,,,,
brs,-7.5518188476562,-30.4646625518798,3.90166425704956,0.665905058383941,2115688034,,,,
brs,-7.346435546875,-32.6924514770507,1.72992062568664,0.851064562797546,2115704701,,,,
brs,-9.7186279296875,-34.5301551818847,0.0129992011934518,-0.152947157621383,2115721368,,,,
brs,-14.67818069458,-35.9778938293457,0.487422943115234,-1.24358797073364,2115738035,,,,
brs,-21.162815093994098,-36.56298828125,1.61240899562835,-2.13346314430236,2115754702,,,,
brs,-27.170806884765597,-36.6307830810546,3.12023425102233,-2.68603777885437,2115771369,,,,
brs,-30.617477416992102,-36.8858795166015,5.1215443611145,-2.448406457901,2115788036,,,,
brs,-31.655197143554602,-38.0013160705566,6.60452079772949,-2.79559111595153,2115804703,,,,
brs,-32.3146514892578,-40.0096130371093,7.6905460357666,-4.48918581008911,2115821370,,,,
brs,-33.2294464111328,-42.3584022521972,3.57901048660278,-5.7882924079895,2115838037,,,,
brs,-33.7513885498046,-44.2678718566894,4.13831233978271,-6.09940958023071,2115854704,,,,
brs,-34.207328796386705,-50.7775192260742,3.62981009483337,-14.56831741333,2115871371,,,,
brs,-34.703582763671804,-56.2634735107421,3.99334096908569,-11.2922840118408,2115888038,,,,
brs,-35.6456756591796,-57.6193389892578,3.99992585182189,-10.2738056182861,2115904705,,,,
brs,-37.116683959960895,-58.9040641784668,3.23792362213134,-5.0868239402771,2115921372,,,,
brs,-38.563583374023395,-60.6180610656738,1.41813445091247,6.28561735153198,2115938039,,,,
brs,-39.4232482910156,-59.8921546936035,0.880804657936096,6.66583585739135,2115954706,,,,
brs,-39.641815185546804,-56.2762985229492,1.76451361179351,4.95609140396118,2115971373,,,,
brs,-37.1697921752929,-48.4492797851562,-4.43477487564086,-6.51408147811889,2115988040,,,,
brs,-32.2095680236816,-39.5766639709472,7.32326126098632,-9.97972679138183,2116004707,,,,
brs,-31.4856986999511,-40.7363395690918,-6.48732471466064,-11.2271766662597,2116021374,,,,
brs,-29.956649780273402,-41.8662300109863,20.8605213165283,-10.3869562149047,2116038041,,,,
brs,-39.499809265136705,-40.827163696289,-15.5225381851196,-18.3147277832031,2116054708,,,,
brs,-45.1441955566406,-39.5137290954589,-25.4084358215332,-19.6640033721923,2116071375,,,,
brs,-39.5828018188476,-35.855484008789,-3.30139422416687,-22.2906589508056,2116088042,,,,
brs,-43.5867156982421,-32.0872993469238,-5.55452632904052,-15.9602680206298,2116104709,,,,
brs,-42.613502502441406,-30.1498489379882,4.79455661773681,-1.09944343566894,2116121376,,,,
brs,-38.98046875,-29.2061786651611,34.3346061706543,-0.243178755044937,2116138043,,,,
brs,-39.9375839233398,-28.2408809661865,25.6734771728515,2.57486534118652,2116154710,,,,
brs,-42.114761352539006,-25.6174564361572,-6.94043493270874,2.26531887054443,2116171377,,,,
brs,-50.6139755249023,-21.9547481536865,-12.8939952850341,0.588885784149169,2116188044,,,,
brs,-60.0,-16.0150451660156,-11.2955560684204,-4.0212869644165,2116204711,,,,
brs,-54.1493759155273,-11.3588876724243,-2.9367492198944,-6.87254858016967,2116221378,,,,
brs,-47.8362121582031,-10.9470100402832,7.80869102478027,-3.0184302330017,2116238045,,,,
brs,-42.289794921875,-10.8653316497802,10.0246620178222,-3.02606201171875,2116254712,,,,
brs,-40.1957168579101,-11.0713548660278,10.2460470199584,-3.73736953735351,2116271379,,,,
brs,-38.838264465332,-10.6808528900146,7.70206689834594,-2.29022908210754,2116288046,,,,
brs,-37.78704833984369,-9.93694305419921,3.82910633087158,0.0646672993898391,2116304713,,,,
brs,-36.4931716918945,-10.1273012161254,4.11262416839599,1.0216679573059,2116321380,,,,
brs,-34.500129699707,-10.3831996917724,4.09836244583129,0.13402059674263,2116338047,,,,
brs,-31.7359771728515,-10.4535932540893,0.369066059589386,-0.162112236022949,2116354714,,,,
brs,-29.417816162109297,-10.1276035308837,-5.58982133865356,0.507455229759216,2116371381,,,,
brs,-28.041023254394503,-9.85237121582031,-6.19779253005981,0.544129073619842,2116388048,,,,
brs,-27.2154350280761,-10.41526222229,-2.05751347541809,1.01269698143005,2116404715,,,,
brs,-27.612804412841797,-10.9717969894409,3.53127646446228,0.749296188354492,2116421382,,,,
brs,-28.0112648010253,-10.5263719558715,4.05586338043212,-1.07733881473541,2116438049,,,,
brs,-28.073657989501903,-9.4015474319458,2.44382524490356,-1.76407444477081,2116454716,,,,
brs,-27.9946250915527,-8.61391448974609,1.3880980014801,-1.29000926017761,2116471383,,,,
brs,-27.119880676269503,-8.55778789520263,0.268540918827056,-0.626394391059875,2116488050,,,,
brs,-25.767478942871,-8.74853515625,-1.01662302017211,-1.38925814628601,2116504717,,,,
brs,-24.3301811218261,-9.3504467010498,-2.09464001655578,-2.31055426597595,2116521384,,,,
brs,-24.0664443969726,-10.5171566009521,-1.57628726959228,-2.29867720603942,2116538051,,,,
brs,-24.861724853515597,-11.6484451293945,-1.38416659832,-0.940277516841888,2116554718,,,,
brs,-26.0647163391113,-12.6083240509033,-1.8841415643692,1.02503716945648,2116571385,,,,
brs,-27.1977310180664,-13.1990337371826,-1.99269759654998,2.5614104270935,2116588052,,,,
brs,-27.7188072204589,-13.5312557220458,-1.10403990745544,3.54962229728698,2116604719,,,,
brs,-27.619960784912102,-13.7238998413085,-0.146567851305007,3.78979849815368,2116621386,,,,
brs,-27.3074378967285,-13.7653522491455,-0.282016634941101,3.63078260421752,2116638053,,,,
brs,-27.3021392822265,-13.9817237854003,-0.554226756095886,3.06482863426208,2116654720,,,,
brs,-27.6532363891601,-14.3869276046752,-0.745795726776123,1.81164419651031,2116671387,,,,
brs,-28.223476409912102,-14.7901363372802,-1.27604913711547,0.400994598865509,2116688054,,,,
brs,-28.7921104431152,-15.2746591567993,-1.62767672538757,-0.308111995458602,2116704721,,,,
brs,-29.4535255432128,-15.7282133102417,-1.15188121795654,-0.0183560773730278,2116721388,,,,
brs,-30.2199478149414,-16.3776588439941,-0.0871014893054962,0.534386157989502,2116738055,,,,
brs,-30.728157043457003,-17.3517208099365,0.52934318780899,0.896202147006988,2116754722,,,,
brs,-30.8262901306152,-18.2498836517334,0.513525903224945,0.960079669952392,2116771389,,,,
brs,-30.624664306640597,-19.1355018615722,0.298569172620773,1.37205064296722,2116788056,,,,
brs,-30.5548248291015,-20.074951171875,0.120147883892059,1.37564885616302,2116804723,,,,
brs,-30.900291442871,-21.1977272033691,-0.402396231889724,0.555969655513763,2116821390,,,,
brs,-31.7675819396972,-22.6298198699951,-0.28402304649353,-0.463525354862213,2116838057,,,,
brs,-32.7113075256347,-24.307014465332,-0.0745468214154243,-1.33846116065979,2116854724,,,,
brs,-33.3396301269531,-25.8987483978271,0.276461660861969,-2.46161389350891,2116871391,,,,
brs,-33.8717498779296,-26.9162063598632,0.100312925875186,-2.36846303939819,2116888058,,,,
brs,-34.613983154296804,-27.3547801971435,-0.401380568742752,-1.09583687782287,2116904725,,,,
brs,-35.1076278686523,-27.755802154541,-1.25291264057159,-0.268631398677825,2116921392,,,,
brs,-35.380104064941406,-27.7922496795654,-2.08751153945922,-0.89137053489685,2116938059,,,,
brs,-35.763893127441406,-27.4404010772705,-2.19013428688049,-1.55118787288665,2116954726,,,,
brs,-36.6048202514648,-26.5141773223876,-1.95938944816589,-2.13174104690551,2116971393,,,,
brs,-37.762672424316406,-24.9899749755859,-1.33928525447845,-3.72998619079589,2116988060,,,,
brs,-39.373268127441406,-23.8566703796386,-1.32710707187652,-6.81285429000854,2117004727,,,,
brs,-41.3182678222656,-23.122215270996,-1.86938226222991,-7.88856410980224,2117021394,,,,
brs,-42.4842529296875,-22.484375,-1.25086164474487,-6.91485214233398,2117038061,,,,
brs,-42.8442687988281,-22.4477233886718,-0.736542403697967,-4.21686124801635,2117054728,,,,
brs,-43.0226287841796,-22.4731559753417,-0.746186375617981,-1.67082834243774,2117071395,,,,
brs,-43.316825866699205,-22.6086902618408,0.0951591730117797,0.0971712991595268,2117088062,,,,
brs,-43.953926086425696,-22.2071552276611,1.10853219032287,2.09191155433654,2117104729,,,,
brs,-44.732688903808594,-21.3684940338134,2.70118522644042,2.72163677215576,2117121396,,,,
brs,-45.1903457641601,-20.5413627624511,3.47329831123352,3.20410418510437,2117138063,,,,
brs,-44.951362609863196,-19.5964241027832,2.63314533233642,2.70783329010009,2117154730,,,,
brs,-44.3730087280273,-18.8842754364013,1.44212508201599,1.46238923072814,2117171397,,,,
brs,-43.3122634887695,-18.9569950103759,2.33675074577331,0.838833272457122,2117188064,,,,
brs,-41.695083618164006,-19.7345314025878,2.41987752914428,0.959886491298675,2117204731,,,,
brs,-40.2362518310546,-20.4486103057861,2.18546319007873,2.75543212890625,2117221398,,,,
brs,-38.874900817871094,-21.5314445495605,2.54125690460205,3.48127269744873,2117238065,,,,
brs,-37.3260116577148,-22.06272315979,1.55463922023773,3.47759747505188,2117254732,,,,
brs,-35.942245483398395,-22.3255004882812,1.90469396114349,3.04106044769287,2117271399,,,,
brs,-35.2217102050781,-22.7723503112792,2.94856882095336,1.62014400959014,2117288066,,,,
brs,-34.296699523925696,-23.3344783782959,4.21690893173217,0.78130292892456,2117304733,,,,
brs,-33.307315826416,-24.0893363952636,6.13565111160278,-0.24317455291748,2117321400,,,,
brs,-31.521045684814403,-25.021385192871,4.53875207901001,-1.15314400196075,2117338067,,,,
brs,-28.8282432556152,-25.711082458496,6.00046348571777,-1.99377679824829,2117354734,,,,
brs,-25.1306800842285,-26.5767917633056,4.53604125976562,-2.04338073730468,2117371401,,,,
brs,-20.4643325805664,-27.5015125274658,3.3168294429779,-2.33168673515319,2117388068,,,,
brs,-17.269641876220703,-27.940315246582,3.11710834503173,-3.31176424026489,2117404735,,,,
brs,-17.1686172485351,-28.1864032745361,2.70820903778076,-3.68575882911682,2117421402,,,,
brs,-20.905288696289,-29.1901550292968,2.64041447639465,-3.15355062484741,2117438069,,,,
brs,-26.610813140869098,-31.4013137817382,3.72762322425842,-1.9317101240158,2117454736,,,,
brs,-31.7361488342285,-34.250373840332,3.23126316070556,-1.62922596931457,2117471403,,,,
brs,-35.088882446289006,-37.3993301391601,3.59851622581481,-3.30654668807983,2117488070,,,,
brs,-37.249534606933594,-41.0550842285156,2.75882172584533,-4.39092874526977,2117504737,,,,
brs,-38.870292663574205,-44.8402137756347,0.24588818848133,-6.66153335571289,2117521404,,,,
brs,-39.516494750976506,-52.6790237426757,0.9409761428833,-13.8028230667114,2117538071,,,,
brs,-38.747291564941406,-54.5882110595703,0.872428119182586,-8.79915142059326,2117554738,,,,
brs,-37.235328674316406,-55.5640563964843,1.43573379516601,-6.95246744155883,2117571405,,,,
brs,-37.172920227050696,-56.1122741699218,2.27766013145446,-4.78483200073242,2117588072,,,,
brs,-39.4813537597656,-56.8119964599609,1.67978417873382,-0.117625683546066,2117604739,,,,
brs,-43.0666427612304,-56.7888488769531,0.69450032711029,-3.6234176158905,2117621406,,,,
brs,-44.308158874511705,-55.4294395446777,1.84404039382934,0.737415790557861,2117638073,,,,
brs,-39.15582275390619,-51.4633140563964,-4.08722972869873,-2.79540491104125,2117654740,,,,
brs,-36.308441162109304,-40.8257904052734,7.86332464218139,-13.3615579605102,2117671407,,,,
brs,-37.299415588378906,-39.0776596069335,-8.2573595046997,-9.28531646728515,2117688074,,,,
brs,-39.66632080078119,-39.2242317199707,25.1824436187744,-9.29560756683349,2117704741,,,,
brs,-50.199600219726506,-36.8891296386718,-16.4545192718505,-11.3015575408935,2117721408,,,,
brs,-34.428573608398395,-34.1601524353027,-13.9153814315795,-15.2896814346313,2117738075,,,,
brs,-27.434413909912102,-30.1329307556152,-6.19301557540893,-24.5258655548095,2117754742,,,,
brs,-28.956649780273402,-26.7615165710449,-4.68245077133178,-20.0820026397705,2117771409,,,,
brs,-30.9719810485839,-25.4237766265869,-0.0968732237815857,-1.98875522613525,2117788076,,,,
brs,-32.8076057434082,-24.0984382629394,22.2582702636718,-0.436317414045333,2117804743,,,,
brs,-38.4036865234375,-23.030080795288,28.0736579895019,4.26422786712646,2117821410,,,,
brs,-46.6676330566406,-21.2706031799316,-1.2260684967041,0.906400620937347,2117838077,,,,
brs,-55.878639221191406,-17.7840538024902,-15.7412967681884,-1.56765890121459,2117854744,,,,
brs,-56.099822998046804,-13.4889593124389,-11.4979457855224,-4.02650356292724,2117871411,,,,
brs,-48.838600158691406,-10.0713176727294,0.130914002656936,-5.0991678237915,2117888078,,,,
brs,-42.625350952148395,-9.32846641540527,8.26222419738769,-2.81496810913085,2117904745,,,,
brs,-37.745452880859304,-9.95652294158935,10.3774328231811,-4.04503726959228,2117921412,,,,
brs,-34.8896560668945,-10.2978067398071,6.62187910079956,-2.94856810569763,2117938079,,,,
brs,-33.2125663757324,-9.23945426940918,2.00545501708984,-0.0574654266238212,2117954746,,,,
brs,-33.0880317687988,-8.64661788940429,4.50064277648925,0.152101516723632,2117971413,,,,
brs,-33.1258239746093,-8.1404857635498,6.31880378723144,0.473323792219162,2117988080,,,,
brs,-31.6493072509765,-7.4299635887146,5.25927352905273,1.71113276481628,2118004747,,,,
brs,-29.648323059082003,-6.95369482040405,1.91612517833709,1.68014168739318,2118021414,,,,
brs,-28.0112686157226,-7.05699253082275,-2.90887260437011,-0.219726175069808,2118038081,,,,
brs,-27.6395835876464,-7.7876443862915,-4.59687995910644,-0.0377532988786697,2118054748,,,,
brs,-27.3306083679199,-8.57374668121337,-1.94522953033447,-0.712364792823791,2118071415,,,,
brs,-26.8769302368164,-8.46606159210205,0.890583038330078,-2.23982715606689,2118088082,,,,
brs,-26.4168319702148,-7.88807868957519,3.17275047302246,-1.92046630382537,2118104749,,,,
brs,-26.115406036376903,-8.30150890350341,3.86877155303955,-0.341825723648071,2118121416,,,,
brs,-26.083217620849602,-9.09721946716308,3.82260370254516,0.264235973358154,2118138083,,,,
brs,-26.2414512634277,-9.28650093078613,1.82562232017517,0.885892510414123,2118154750,,,,
brs,-26.2118759155273,-9.49657344818115,-0.394400268793106,1.47637736797332,2118171417,,,,
brs,-25.742538452148402,-9.90742969512939,-1.91365909576416,1.58109104633331,2118188084,,,,
brs,-25.072315216064403,-10.3362493515014,-2.9590470790863,1.60999917984008,2118204751,,,,
brs,-24.773624420166,-10.7936553955078,-3.75134921073913,1.38748431205749,2118221418,,,,
brs,-25.212100982666,-11.0517244338989,-3.42823982238769,1.20735836029052,2118238085,,,,
brs,-26.248527526855398,-11.0918989181518,-1.40841364860534,1.75123739242553,2118254752,,,,
brs,-27.236927032470703,-11.1609554290771,0.834998607635498,2.0967264175415,2118271419,,,,
brs,-27.5228080749511,-11.3044891357421,1.84512710571289,1.49424695968627,2118288086,,,,
brs,-27.0607261657714,-11.5356893539428,2.91516900062561,0.738214313983917,2118304753,,,,
brs,-26.4864501953125,-11.8109512329101,2.23259735107421,0.701445281505584,2118321420,,,,
brs,-26.247795104980398,-12.0692539215087,0.891168892383575,0.728768765926361,2118338087,,,,
brs,-26.201999664306598,-12.5285015106201,-0.702921450138092,0.811502993106842,2118354754,,,,
brs,-26.3292198181152,-13.1960363388061,-1.52858209609985,0.821328818798065,2118371421,,,,
brs,-26.3131866455078,-14.0285387039184,-2.15956091880798,1.05046069622039,2118388088,,,,
brs,-26.2974624633789,-14.8697519302368,-2.11444187164306,1.73036623001098,2118404755,,,,
