Label,Left_Hip_q,Right_Hip_q,Left_Hip_qd,Right_Hip_qd,SampleTimeFine
bf,-8.68934154510498,-24.65568113327027,-3.06088948249816,7.02160787582397,3098018935
bf,-6.34967422485351,-22.70412588119507,-1.16145420074462,12.3065576553344,3098035602
bf,-4.47762250900268,-21.03979206085205,-7.65756940841674,18.50435256958,3098052269
bf,-2.91631460189819,-19.437427520752,-14.6921691894531,23.8403282165527,3098068936
bf,-2.17152261734008,-17.4601135253907,-14.4827003479003,21.6480102539062,3098085603
bf,-2.01899647712707,-15.8183040618897,-9.03113269805908,17.7933883666992,3098102270
bf,-2.49934554100036,-15.2166004180909,-11.4962501525878,16.1087169647216,3098118937
bf,-3.37072539329528,-15.7786912918091,-11.8642082214355,13.0385818481445,3098135604
bf,-4.46122312545776,-16.829910278320398,-9.22497749328613,10.2168703079223,3098152271
bf,-5.47768926620483,-16.9662914276124,-5.43051958084106,13.2904148101806,3098168938
bf,-6.40656661987304,-15.8087310791016,-9.96505165100097,14.2094955444335,3098185605
bf,-7.32047796249389,-14.8178367614747,-11.438624382019,11.0489492416381,3098202272
bf,-7.78491163253784,-15.6061620712281,-8.46374416351318,6.62718248367309,3098218939
bf,-7.72407341003418,-16.680272102356,-4.60955333709716,6.7232174873352,3098235606
bf,-7.84914255142211,-18.0014667510987,-4.60778093338012,7.06297969818115,3098252273
bf,-8.8539400100708,-19.1989526748658,0.269996166229248,4.89513111114501,3098268940
bf,-10.785490989685,-19.3283262252808,8.90925121307373,-0.21356663107872,3098285607
bf,-12.6909275054931,-19.5000829696656,2.28935360908508,0.678078591823577,3098302274
bf,-14.5189228057861,-20.31729793548584,-9.0280179977417,3.29602169990539,3098318941
bf,-16.2603302001953,-20.94099044799805,-11.710913658142,0.745476722717285,3098335608
bf,-17.7979087829589,-21.270121574401863,-6.35160541534423,-0.104150593280792,3098352275
bf,-19.3483085632324,-21.52489662170411,0.528056740760803,6.80177450180053,3098368942
bf,-20.9718265533447,-22.059600830078132,0.03749480843544,12.3358325958251,3098385609
bf,-22.4753818511962,-22.73624753952027,-3.90342760086059,10.6644401550292,3098402276
bf,-23.817268371582,-23.59473037719727,-6.1259651184082,6.07126235961914,3098418943
bf,-25.0744247436523,-24.44496440887452,-3.47360634803771,2.2514522075653,3098435610
bf,-26.3182926177978,-25.32684135437012,-0.261203646659851,1.67879176139831,3098452277
bf,-27.5523929595947,-26.21052694320679,1.32813251018524,3.3320026397705,3098468944
bf,-28.8632450103759,-26.98392987251282,0.817719399929046,4.42751932144165,3098485611
bf,-30.2481803894042,-27.54798364639283,-1.37467050552368,5.59480667114257,3098502278
bf,-31.5785369873046,-27.8392288684845,-4.3604040145874,6.88852548599243,3098518945
bf,-32.7475318908691,-28.0514075756073,-6.45873260498046,7.22884464263916,3098535612
bf,-33.636173248291,-28.41522979736329,-6.71182012557983,6.8875937461853,3098552279
bf,-34.1074981689453,-28.83082103729249,-5.04566001892089,6.00697517395019,3098568946
bf,-34.2168579101562,-29.231204092502594,-2.74573302268981,4.69127416610717,3098585613
bf,-34.1778717041015,-29.632638335227966,-1.44950342178344,3.89244270324707,3098602280
bf,-34.2282676696777,-30.135612666606903,-0.517975091934204,4.03563737869262,3098618947
bf,-34.3628540039062,-30.69736248254776,-0.696725010871887,4.87478113174438,3098635614
bf,-34.4620399475097,-31.13021695613861,-2.20405721664428,5.51503562927246,3098652281
bf,-34.4598808288574,-31.46555054187774,-3.67302680015563,6.33802938461303,3098668948
bf,-34.2822685241699,-31.8001834154129,-4.05012655258178,7.02530813217163,3098685615
bf,-33.9501609802246,-32.19290232658386,-3.66605615615844,6.64098358154296,3098702282
bf,-33.4701614379882,-32.61593055725097,-3.14299345016479,5.34762954711914,3098718949
bf,-32.7849998474121,-32.98645853996276,-2.19213390350341,3.97947263717651,3098735616
bf,-31.9232463836669,-33.24673390388488,-1.04799222946167,2.91871833801269,3098752283
bf,-30.8813343048095,-33.46657919883728,0.0210307836532592,2.29474830627441,3098768950
bf,-29.6961975097656,-33.74338388442993,0.225221812725067,2.25158214569091,3098785617
bf,-28.5008754730224,-34.09585618972778,-0.0748601555824279,2.96813106536865,3098802284
bf,-27.295295715332,-34.47625923156738,-0.224797785282135,3.7439477443695,3098818951
bf,-26.0783939361572,-34.80512523651123,-0.286810457706451,3.97033858299255,3098835618
bf,-24.8612842559814,-34.98581457138061,-0.25728553533554,3.73686242103576,3098852285
bf,-23.5997695922851,-35.087899684906,-0.348901808261871,3.2774269580841,3098868952
bf,-22.273302078247,-35.14942026138305,-0.293870627880096,2.50743389129638,3098885619
bf,-20.9524211883544,-35.08577346801757,-0.489423811435699,2.01660561561584,3098902286
bf,-19.656847000122,-34.79003953933715,-0.94568383693695,2.28173565864563,3098918953
bf,-18.4109134674072,-34.2384557723999,-2.24151277542114,3.44416546821594,3098935620
bf,-17.2215747833251,-33.43083930015563,-4.25388002395629,4.94462203979492,3098952287
bf,-16.0984458923339,-32.15858244895935,-5.45404434204101,5.56200361251831,3098968954
bf,-14.904179573059,-30.413066059350967,-3.91936302185058,6.24265003204345,3098985621
bf,-13.5587673187255,-28.5812281370163,-4.92206954956054,9.85156059265136,3099002288
bf,-12.2736558914184,-26.96340465545655,-10.7576293945312,15.403992652893,3099018955
bf,-11.0222043991088,-25.73885726928711,-16.5768127441406,18.4792366027832,3099035622
bf,-10.6096258163452,-24.443850040435798,-13.1529579162597,13.9784564971923,3099052289
bf,-10.9342002868652,-23.682215213775642,-6.6407766342163,8.98829841613769,3099068956
bf,-11.8044233322143,-23.51711320877076,-7.33628273010253,10.0335121154785,3099085623
bf,-12.7106885910034,-23.88064432144165,-6.76263713836669,10.7028179168701,3099102290
bf,-13.6352100372314,-24.696035861969,-5.1028709411621,8.62641525268554,3099118957
bf,-14.7622518539428,-25.08899641036988,-6.66724205017089,10.8971462249755,3099135624
bf,-15.7112827301025,-24.38855409622193,-8.57984256744384,12.2640800476074,3099152291
bf,-16.4540424346923,-23.25656890869141,-8.96763706207275,11.0403671264648,3099168958
bf,-16.8968925476074,-23.14919900894165,-7.22670269012451,8.46438407897949,3099185625
bf,-17.0743503570556,-23.45768880844117,-5.64179611206054,8.70196151733398,3099202292
bf,-17.1086387634277,-23.70702362060547,-6.9319953918457,8.46905612945556,3099218959
